language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.08  T=0.39 s (445.1 files/s 122426.4 lines/s)"
Python,flask/tests/conftest.py,33,14,82
Python,httpx/httpx/_types.py,21,11,82
Python,flask/docs/conf.py,17,4,80
Python,flask/tests/test_instance_config.py,31,0,80
Python,flask/examples/tutorial/flaskr/auth.py,26,13,77
Python,requests/docs/conf.py,94,215,77
Python,httpx/tests/models/test_cookies.py,25,0,73
Python,flask/tests/type_check/typing_route.py,41,0,71
Python,flask/src/flask/json/provider.py,52,94,69
Python,flask/tests/test_logging.py,29,0,69
Python,httpx/tests/test_api.py,31,2,69
Python,requests/docs/_themes/flask_theme_support.py,12,6,68
Python,flask/tests/test_json_tag.py,22,0,64
Python,flask/src/flask/blueprints.py,26,39,63
Python,flask/src/flask/typing.py,10,14,63
Python,flask/src/flask/views.py,45,85,61
Python,requests/src/requests/compat.py,19,27,60
Python,requests/tests/test_structures.py,17,2,59
Python,flask/examples/tutorial/tests/test_blog.py,22,3,58
Python,flask/tests/test_request.py,17,3,50
Python,httpx/tests/client/test_properties.py,20,0,48
Python,flask/src/flask/globals.py,19,11,47
Python,flask/examples/tutorial/tests/test_auth.py,16,7,46
Python,httpx/httpx/_transports/base.py,21,23,42
Python,requests/src/requests/structures.py,27,32,40
Python,flask/src/flask/__init__.py,0,0,39
Python,httpx/tests/test_exceptions.py,15,9,39
Python,requests/src/requests/exceptions.py,60,53,39
Python,httpx/tests/test_timeouts.py,16,1,38
Python,requests/tests/conftest.py,17,4,37
Python,flask/examples/tutorial/tests/conftest.py,18,8,36
Python,flask/src/flask/logging.py,24,21,34
Python,flask/examples/celery/src/task_app/__init__.py,8,0,31
Python,flask/tests/test_converters.py,13,0,29
Python,flask/examples/celery/src/task_app/views.py,10,0,28
Python,flask/examples/tutorial/flaskr/db.py,16,12,28
Python,flask/src/flask/json/__init__.py,48,94,28
Python,httpx/httpx/_transports/mock.py,12,3,28
Python,httpx/tests/models/test_whatwg.py,9,16,27
Python,requests/src/requests/api.py,37,94,26
Python,httpx/tests/client/test_queryparams.py,10,0,25
Python,requests/src/requests/_internal_utils.py,11,15,25
Python,flask/examples/tutorial/flaskr/__init__.py,12,12,24
Python,flask/examples/javascript/tests/test_js_example.py,5,0,22
Python,flask/tests/test_regression.py,8,1,21
Python,flask/tests/type_check/typing_error_handler.py,12,0,21
Python,flask/examples/tutorial/tests/test_db.py,10,0,19
Python,requests/tests/compat.py,4,0,19
Python,flask/tests/type_check/typing_app_decorators.py,14,0,18
Python,flask/tests/test_session_interface.py,7,4,17
Python,flask/examples/celery/src/task_app/tasks.py,8,0,15
Python,flask/tests/test_apps/blueprintapp/apps/admin/__init__.py,5,0,15
Python,flask/tests/test_subclassing.py,6,0,15
Python,requests/src/requests/packages.py,4,4,15
Python,requests/tests/test_hooks.py,7,0,15
Python,requests/tests/utils.py,2,0,15
Python,httpx/httpx/_transports/__init__.py,1,0,14
Python,httpx/tests/test_status_codes.py,12,1,14
Python,requests/src/requests/hooks.py,10,10,14
Python,flask/examples/javascript/js_example/views.py,5,0,13
Python,flask/src/flask/signals.py,3,1,13
Python,requests/tests/test_help.py,9,5,13
Python,httpx/tests/test_exported_members.py,2,0,11
Python,flask/examples/javascript/tests/conftest.py,5,0,10
Python,requests/src/requests/__version__.py,1,3,10
Python,flask/tests/test_apps/blueprintapp/apps/frontend/__init__.py,5,0,9
Python,httpx/tests/concurrency.py,4,3,8
Python,flask/examples/tutorial/tests/test_factory.py,4,1,7
Python,flask/tests/test_apps/blueprintapp/__init__.py,2,0,7
Python,flask/tests/test_apps/cliapp/factory.py,6,0,7
Python,requests/tests/test_packages.py,6,0,7
Python,requests/setup.py,3,0,6
Python,requests/tests/__init__.py,3,5,6
Python,flask/tests/test_apps/helloworld/hello.py,3,0,5
Python,requests/tests/test_adapters.py,2,1,5
Python,requests/src/requests/certs.py,5,9,4
Python,flask/examples/celery/make_celery.py,1,0,3
Python,flask/examples/javascript/js_example/__init__.py,2,0,3
Python,flask/tests/test_apps/cliapp/importerrorapp.py,2,0,3
Python,flask/tests/test_apps/cliapp/multiapp.py,1,0,3
Python,httpx/httpx/__version__.py,0,0,3
Python,httpx/tests/common.py,1,0,3
Python,flask/src/flask/__main__.py,1,0,2
Python,flask/tests/test_apps/cliapp/app.py,1,0,2
Python,flask/tests/test_apps/cliapp/inner1/__init__.py,1,0,2
Python,flask/tests/test_apps/cliapp/inner1/inner2/flask.py,1,0,2
Python,flask/tests/test_apps/subdomaintestmodule/__init__.py,1,0,2
Python,flask/tests/test_apps/helloworld/wsgi.py,0,0,1
SUM,,9703,7927,29678
